#time,	RhoI from block 1 to block 8
0	0.0205	0.0205	0.02	0.0235	0.0235	0.0255	0.023	0.022	
1	0.023	0.0255	0.022	0.0245	0.0245	0.0255	0.023	0.0235	
2	0.022	0.024	0.0215	0.0235	0.025	0.026	0.022	0.023	
3	0.0235	0.025	0.022	0.0245	0.025	0.026	0.0235	0.023	
4	0.0215	0.024	0.0205	0.0235	0.025	0.0245	0.0225	0.024	
5	0.024	0.022	0.022	0.022	0.024	0.0235	0.024	0.0225	
6	0.0215	0.025	0.02	0.0225	0.024	0.0255	0.0225	0.0215	
7	0.0205	0.025	0.02	0.0235	0.025	0.0245	0.0235	0.024	
8	0.0245	0.026	0.0225	0.0255	0.027	0.0275	0.025	0.0245	
9	0.0245	0.026	0.0225	0.025	0.027	0.025	0.024	0.024	
10	0.024	0.025	0.021	0.0235	0.024	0.0275	0.0245	0.021	
11	0.0235	0.024	0.022	0.0235	0.0265	0.027	0.0225	0.0215	
12	0.021	0.025	0.02	0.023	0.024	0.024	0.023	0.022	
13	0.0225	0.0245	0.0195	0.0205	0.024	0.0265	0.0235	0.022	
14	0.024	0.023	0.0215	0.0245	0.0245	0.0235	0.024	0.024	
15	0.0235	0.0255	0.021	0.021	0.026	0.026	0.0225	0.0235	
16	0.0245	0.026	0.0225	0.0255	0.027	0.0275	0.025	0.0245	
17	0.024	0.026	0.0225	0.0245	0.027	0.0255	0.024	0.024	
18	0.0235	0.0245	0.02	0.0225	0.0235	0.026	0.023	0.0225	
19	0.0205	0.022	0.02	0.0235	0.024	0.0255	0.0225	0.0235	
20	0.022	0.023	0.0195	0.023	0.0245	0.025	0.0245	0.021	
21	0.0225	0.024	0.021	0.024	0.0255	0.0255	0.024	0.023	
22	0.024	0.0245	0.021	0.0235	0.0245	0.0265	0.023	0.0235	
23	0.022	0.024	0.0215	0.0245	0.024	0.0245	0.023	0.024	
24	0.0245	0.026	0.0225	0.0255	0.027	0.0275	0.025	0.0245	
25	0.023	0.0245	0.02	0.0245	0.025	0.0245	0.021	0.0195	
26	0.0225	0.0215	0.021	0.0235	0.0245	0.026	0.0235	0.0215	
27	0.0225	0.025	0.0215	0.0235	0.0235	0.025	0.024	0.023	
28	0.022	0.024	0.0205	0.0235	0.025	0.0265	0.0215	0.023	
29	0.024	0.023	0.0225	0.024	0.0245	0.0255	0.0245	0.0225	
30	0.0225	0.0235	0.018	0.0225	0.024	0.0245	0.0215	0.021	
31	0.022	0.0235	0.0215	0.022	0.025	0.0255	0.024	0.021	
32	0.0245	0.026	0.0225	0.0255	0.027	0.0275	0.025	0.0245	
33	0.023	0.026	0.0225	0.0235	0.0265	0.026	0.025	0.0235	
34	0.0235	0.0245	0.0215	0.023	0.0255	0.026	0.0235	0.024	
35	0.0225	0.025	0.0215	0.024	0.025	0.0255	0.0235	0.0215	
36	0.023	0.023	0.021	0.025	0.026	0.0255	0.0235	0.022	
